Comparison (group1/group2),Group,ProteinGroups,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# of Ratios,UniProtIds,Genes,ProteinDescriptions,ProteinNames,# Unique Total Peptides,% Change,Ratio,Condition Numerator,Condition Denominator,GO Cellular Component,GO Molecular Function,GO Biological Process,Label
Injured / Non-injured,P59016,P59016,1.331145809,1.331145809,0.017860142,0.003622415,16,P59016,Vps33b,Vacuolar protein sorting-associated protein 33B,VP33B_MOUSE,2,151.6024218,2.516024218,Injured,Non-injured,"cytoplasm,lysosome,lysosomal membrane,late endosome,Golgi apparatus,clathrin-coated vesicle,HOPS complex,platelet alpha granule,early endosome membrane,late endosome membrane,perinuclear region of cytoplasm,recycling endosome,AP-3 adaptor complex,clathrin complex",protein binding,"intracellular protein transport,vesicle docking involved in exocytosis,endosome organization,protein transport,vesicle-mediated transport,peptidyl-lysine hydroxylation,collagen fibril organization,melanosome localization,lysosome localization,collagen metabolic process,megakaryocyte development,membrane fusion,platelet alpha granule organization,regulation of platelet aggregation",
Injured / Non-injured,P12787,P12787,-0.643312832,0.643312832,0.017897852,0.00362868,16,P12787,Cox5a,"Cytochrome c oxidase subunit 5A, mitochondrial",COX5A_MOUSE,8,-35.97589135,0.640241087,Injured,Non-injured,"mitochondrion,mitochondrial inner membrane,mitochondrial respiratory chain complex IV,myelin sheath,extracellular exosome","cytochrome-c oxidase activity,metal ion binding","mitochondrial electron transport, cytochrome c to oxygen,hydrogen ion transmembrane transport",
Injured / Non-injured,Q60590,Q60590,2.62359108,2.62359108,0.017911795,0.003630124,16,Q60590,Orm1,Alpha-1-acid glycoprotein 1,A1AG1_MOUSE,9,516.2821818,6.162821818,Injured,Non-injured,extracellular space,,"regulation of immune system process,transport,acute-phase response",
Injured / Non-injured,P21300,P21300,0.716173784,0.716173784,0.018143955,0.003673123,16,P21300,Akr1b7,Aldose reductase-related protein 1,ALD1_MOUSE,4,64.28192805,1.64281928,Injured,Non-injured,mitochondrion,alditol:NADP+ 1-oxidoreductase activity,"cellular lipid metabolic process,oxidation-reduction process",
Injured / Non-injured,Q8BJS4;Q8BJS4-2;Q8BJS4-3,Q8BJS4;Q8BJS4-2;Q8BJS4-3,0.49811324,0.49811324,0.018144676,0.003673123,16,Q8BJS4;Q8BJS4-2;Q8BJS4-3,Sun2,SUN domain-containing protein 2;Isoform 2 of SUN domain-containing protein 2;Isoform 3 of SUN domain-containing protein 2,SUN2_MOUSE,8,41.23652597,1.41236526,Injured,Non-injured,"nuclear chromosome, telomeric region,condensed nuclear chromosome,nuclear envelope,nuclear inner membrane,integral component of nuclear inner membrane,endosome membrane,nuclear membrane,LINC complex;;","protein binding,lamin binding,identical protein binding,protein anchor;;","nuclear envelope organization,nucleokinesis involved in cell motility in cerebral cortex radial glia guided migration,positive regulation of cell migration,nuclear migration along microfilament,meiotic cell cycle,centrosome localization,cytoskeletal anchoring at nuclear membrane,nuclear matrix anchoring at nuclear membrane;;",
Injured / Non-injured,Q9CQZ1,Q9CQZ1,1.084489916,1.084489916,0.018140201,0.003673123,16,Q9CQZ1,Hsbp1,Heat shock factor-binding protein 1,HSBP1_MOUSE,2,112.0625575,2.120625575,Injured,Non-injured,"nucleus,cytoskeleton","transcription corepressor activity,identical protein binding","muscle contraction,endodermal cell differentiation,negative regulation of nucleic acid-templated transcription",
Injured / Non-injured,E9PYG6,E9PYG6,0.586896525,0.586896525,0.018328182,0.00370886,10,E9PYG6,Rasa1,Protein Rasa1,E9PYG6_MOUSE,2,50.20121934,1.502012193,Injured,Non-injured,"ruffle,cytoplasm,cytosol,plasma membrane,intrinsic component of the cytoplasmic side of the plasma membrane","phosphotyrosine binding,GTPase activator activity,receptor binding,protein binding,GTPase binding","negative regulation of cell-matrix adhesion,negative regulation of cell adhesion,signal transduction,regulation of actin filament polymerization,negative regulation of apoptotic process,positive regulation of GTPase activity,negative regulation of Ras protein signal transduction,ephrin receptor signaling pathway,blood vessel morphogenesis",
Injured / Non-injured,P58404;P58404-2,P58404;P58404-2,0.680658403,0.680658403,0.018348898,0.00371164,16,P58404;P58404-2,Strn4,Striatin-4;Isoform 2 of Striatin-4,STRN4_MOUSE,3,60.28710909,1.602871091,Injured,Non-injured,"cytoplasm,membrane,dendritic spine,protein complex,protein phosphatase type 2A complex;","calmodulin binding,protein complex binding,protein phosphatase 2A binding,armadillo repeat domain binding;",biological_process;,
Injured / Non-injured,P13020;P13020-2,P13020;P13020-2,0.929716618,0.929716618,0.01836641,0.00371377,16,P13020;P13020-2,Gsn,Gelsolin;Isoform 2 of Gelsolin,GELS_MOUSE,21,90.49017877,1.904901788,Injured,Non-injured,"ruffle,podosome,extracellular region,extracellular space,cytoplasm,cytosol,plasma membrane,focal adhesion,sarcoplasm,lamellipodium,actin cap,cortical actin cytoskeleton,myelin sheath,perinuclear region of cytoplasm,extracellular exosome,blood microparticle,nucleus;","actin binding,calcium ion binding,protein binding,protein domain specific binding,myosin II binding,actin filament binding;","phagocytosis, engulfment,aging,positive regulation of gene expression,oligodendrocyte development,striated muscle atrophy,vesicle-mediated transport,actin filament polymerization,protein destabilization,tissue regeneration,sequestering of actin monomers,actin nucleation,response to ethanol,negative regulation of viral entry into host cell,phosphatidylinositol-mediated signaling,actin filament severing,barbed-end actin filament capping,positive regulation of actin nucleation,response to folic acid,actin filament capping,cilium morphogenesis,cellular response to cadmium ion,regulation of podosome assembly,actin filament reorganization,renal protein absorption,hepatocyte apoptotic process,positive regulation of keratinocyte apoptotic process,regulation of wound healing, spreading of epidermal cells,regulation of establishment of T cell polarity,regulation of plasma membrane raft polarization,regulation of receptor clustering,positive regulation of protein processing in phagocytic vesicle,amyloid fibril formation,positive regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway;",
Injured / Non-injured,Q80VP1;Q80VP1-2,Q80VP1;Q80VP1-2,-0.201191856,0.201191856,0.018383165,0.003715746,16,Q80VP1;Q80VP1-2,Epn1,Epsin-1;Isoform 2 of Epsin-1,EPN1_MOUSE,8,-13.01683291,0.869831671,Injured,Non-injured,"nucleus,cytosol,plasma membrane,clathrin-coated pit;",lipid binding;,"in utero embryonic development,endocytosis,Notch signaling pathway,female pregnancy,embryonic organ development;",
Injured / Non-injured,P12399,P12399,0.890116701,0.890116701,0.018494222,0.003735355,10,P12399,Ctla2a,Protein CTLA-2-alpha,CTL2A_MOUSE,2,85.33260344,1.853326034,Injured,Non-injured,"extracellular region,dendrite",cysteine-type peptidase activity,"proteolysis,negative regulation of protein processing,regulation of regulatory T cell differentiation,negative regulation of inflammatory response",
Injured / Non-injured,P82198,P82198,0.739879472,0.739879472,0.018490625,0.003735355,14,P82198,Tgfbi,Transforming growth factor-beta-induced protein ig-h3,BGH3_MOUSE,12,67.00363119,1.670036312,Injured,Non-injured,"proteinaceous extracellular matrix,basement membrane,extracellular space,trans-Golgi network,extracellular matrix,extracellular exosome","integrin binding,collagen binding,extracellular matrix binding","angiogenesis,chondrocyte differentiation,cell adhesion,cell proliferation,extracellular matrix organization",
Injured / Non-injured,Q9CZ30,Q9CZ30,0.272263794,0.272263794,0.018512737,0.003736258,16,Q9CZ30,Ola1,Obg-like ATPase 1,OLA1_MOUSE,16,20.77013969,1.207701397,Injured,Non-injured,"nucleolus,cytoplasm,centrosome,cytosol,membrane,extracellular exosome","ATP binding,GTP binding,ATPase activity,cadherin binding,metal ion binding",ATP metabolic process,
Injured / Non-injured,Q9EQ80,Q9EQ80,0.067655062,0.067655062,0.018506833,0.003736258,16,Q9EQ80,Nif3l1,NIF3-like protein 1,NIF3L_MOUSE,5,4.801187372,1.048011874,Injured,Non-injured,"nucleus,cytoplasm,mitochondrion","protein binding,transcription factor binding,identical protein binding","neuron differentiation,positive regulation of transcription, DNA-templated,negative regulation of nucleic acid-templated transcription",
Injured / Non-injured,A2AN37;P52623,A2AN37;P52623,-0.153705762,0.153705762,0.018563673,0.003745117,16,A2AN37;P52623,Uck1,Uridine kinase;Uridine-cytidine kinase 1,A2AN37_MOUSE;UCK1_MOUSE,4,-10.10615532,0.898938447,Injured,Non-injured,;cytosol,";uridine kinase activity,ATP binding,nucleoside kinase activity",";pyrimidine nucleobase metabolic process,phosphorylation,pyrimidine nucleoside salvage,UMP salvage,CTP salvage",
Injured / Non-injured,P97298,P97298,2.007857903,2.007857903,0.018589597,0.003748926,16,P97298,Serpinf1,Pigment epithelium-derived factor,PEDF_MOUSE,13,302.1846175,4.021846175,Injured,Non-injured,"extracellular region,basement membrane,extracellular space,melanosome,axon hillock,perinuclear region of cytoplasm,extracellular exosome,extracellular matrix",serine-type endopeptidase inhibitor activity,"kidney development,aging,short-term memory,response to acidic pH,negative regulation of endothelial cell migration,negative regulation of gene expression,negative regulation of endopeptidase activity,positive regulation of neuron projection development,negative regulation of angiogenesis,ovulation cycle,response to arsenic-containing substance,negative regulation of inflammatory response,positive regulation of neurogenesis,retina development in camera-type eye,negative regulation of epithelial cell proliferation involved in prostate gland development,cellular response to cobalt ion,cellular response to retinoic acid,cellular response to glucose stimulus,cellular response to dexamethasone stimulus,negative regulation of neuron death",
Injured / Non-injured,P55264,P55264,-0.345204431,0.345204431,0.018599973,0.003749597,16,P55264,Adk,Adenosine kinase,ADK_MOUSE,16,-21.28035778,0.787196422,Injured,Non-injured,"nucleus,nucleoplasm,cytosol","RNA binding,adenosine kinase activity,ATP binding,metal ion binding,carbohydrate kinase activity","purine ribonucleoside salvage,adenosine salvage,dATP biosynthetic process,AMP salvage,carbohydrate phosphorylation",
Injured / Non-injured,O35074;Q8BXC0,O35074;Q8BXC0,0.729769703,0.729769703,0.018649033,0.003758063,16,O35074;Q8BXC0,Ptgis,Prostacyclin synthase,PTGIS_MOUSE;Q8BXC0_MOUSE,2,65.83743452,1.658374345,Injured,Non-injured,"extracellular space,nucleus,cytoplasm,endoplasmic reticulum,endoplasmic reticulum membrane,caveola,integral component of membrane;","monooxygenase activity,iron ion binding,prostaglandin-I synthase activity,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,heme binding;","prostaglandin biosynthetic process,embryo implantation,negative regulation of NF-kappaB transcription factor activity,positive regulation of peroxisome proliferator activated receptor signaling pathway,regulation of apoptotic process,negative regulation of nitric oxide biosynthetic process,positive regulation of angiogenesis,decidualization,negative regulation of inflammatory response,oxidation-reduction process,cellular response to interleukin-1,cellular response to interleukin-6,cellular response to hypoxia,apoptotic signaling pathway,positive regulation of execution phase of apoptosis;",
Injured / Non-injured,Q4PJX1;Q4PJX1-3,Q4PJX1;Q4PJX1-3,-0.161388281,0.161388281,0.018711369,0.003769197,16,Q4PJX1;Q4PJX1-3,Odr4,Protein odr-4 homolog;Isoform 3 of Protein odr-4 homolog,ODR4_MOUSE,6,-10.58357823,0.894164218,Injured,Non-injured,"cellular_component,integral component of membrane;",molecular_function;,biological_process;,
Injured / Non-injured,Q61292,Q61292,1.197598142,1.197598142,0.018796453,0.003784903,16,Q61292,Lamb2,Laminin subunit beta-2,LAMB2_MOUSE,12,129.3575091,2.293575091,Injured,Non-injured,"extracellular region,basement membrane,basal lamina,laminin-3 complex,extracellular space,extracellular matrix,synaptic cleft,laminin complex,synapse,extracellular exosome",integrin binding,"cell morphogenesis involved in differentiation,receptor-mediated endocytosis,cell adhesion,axon guidance,neuromuscular junction development,visual perception,astrocyte development,Schwann cell development,extracellular matrix organization,neuron projection development,axon extension involved in regeneration,synapse organization,retina development in camera-type eye,metanephric glomerular visceral epithelial cell development,metanephric glomerular basement membrane development",
Injured / Non-injured,Q9CQF9,Q9CQF9,0.622512394,0.622512394,0.018855142,0.003795284,16,Q9CQF9,Pcyox1,Prenylcysteine oxidase,PCYOX_MOUSE,11,53.95539184,1.539553918,Injured,Non-injured,"lysosome,vacuolar membrane,plasma membrane,very-low-density lipoprotein particle,extracellular exosome","prenylcysteine oxidase activity,chloride-transporting ATPase activity","prenylated protein catabolic process,prenylcysteine catabolic process,oxidation-reduction process,Requires Ontology,chloride transmembrane transport",
Injured / Non-injured,Q07113,Q07113,0.501075283,0.501075283,0.018907691,0.003804422,16,Q07113,Igf2r,Cation-independent mannose-6-phosphate receptor,MPRI_MOUSE,17,41.52680105,1.41526801,Injured,Non-injured,"nucleus,nuclear envelope lumen,lysosomal membrane,endosome,early endosome,late endosome,Golgi apparatus,trans-Golgi network,plasma membrane,focal adhesion,cell surface,membrane,integral component of membrane,clathrin coat,endocytic vesicle,trans-Golgi network transport vesicle,perinuclear region of cytoplasm,extracellular exosome","G-protein alpha-subunit binding,retinoic acid binding,G-protein coupled receptor activity,transporter activity,protein binding,insulin-like growth factor binding,mannose binding,enzyme binding,insulin-like growth factor II binding,identical protein binding,phosphoprotein binding","liver development,transport,G-protein coupled receptor signaling pathway,spermatogenesis,post-embryonic development,animal organ regeneration,response to retinoic acid,positive regulation of apoptotic process",
Injured / Non-injured,Q05816,Q05816,1.156277777,1.156277777,0.018929017,0.003807273,16,Q05816,Fabp5,"Fatty acid-binding protein, epidermal",FABP5_MOUSE,14,122.8816397,2.228816397,Injured,Non-injured,"cytoplasm,extracellular exosome","transporter activity,lipid binding","glucose metabolic process,lipid metabolic process,phosphatidylcholine biosynthetic process,glucose transport",
Injured / Non-injured,Q8R123;Q8R123-2,Q8R123;Q8R123-2,0.221167997,0.221167997,0.018995488,0.003819199,16,Q8R123;Q8R123-2,Flad1,FAD synthase;Isoform 2 of FAD synthase,FAD1_MOUSE,3,16.56769298,1.16567693,Injured,Non-injured,"cytoplasm,cytosol,plasma membrane;","FMN adenylyltransferase activity,ATP binding;","FAD biosynthetic process,oxidation-reduction process;",
